release_year,id,app_name
2017,381620,Life of Rome
2017,759920,Souland
2017,753110,Chronicles of Vinland
2014,280720,Imagine Earth
2013,249630,Delver
2013,244930,SNOW
2013,108600,Project Zomboid
2013,252770,Vox
2013,248630,Kingdoms Rise
2013,252250,Maia
2014,266370,Calibre 10 Racing
2014,282880,FaeVerse Alchemy
2014,227780,Serious Sam Classics: Revolution
2014,296750,The Final Stand
2014,282740,Organic Panic
2014,285110,GearCity
2014,242760,The Forest
2014,263040,Bot Colony
2014,307090,Fancy Skulls
2014,298280,XenoRaptor
2016,302590,Of Guards And Thieves
2014,291370,Undead Overlord
2014,266470,Dark Horizons: Mechanized Corps
2014,314230,Rodina
2014,308080,Altitude0: Lower & Faster
2014,276870,Dwelvers
2014,321310,Zen Fish SIM
2014,330520,Tail Drift
2014,299740,Miscreated
2014,315540,The Joylancer: Legendary Motor Knight
2014,330460,Celestial Command
2014,332570,Amazing Frog?
2014,326160,Shroud of the Avatar: Forsaken Virtues
2014,282960,Atajrubah
2016,327960,Journey of the King
2014,293480,FRONTIERS
2014,338030,Mission Control: NanoMech
2014,302830,BLOCKADE 3D
2015,340570,WolfWars
2014,328740,Bit Odyssey
2015,313120,Stranded Deep
2015,339240,10 Years After
2015,347560,Terra Incognita ~ Chapter One: The Descendant
2015,324360,TOTM
2015,347940,Forsaken Isle
2015,349450,Dark Forester
2015,329890,MyRPG Master
2015,345710,Damned Nation Reborn
2015,344220,Janky Tanks
2015,315840,Catacomb Kids
2015,342560,Airships: Conquer the Skies
2015,346800,Damnation City of Death
2015,351170,Pixel: ru²
2015,293760,Automation - The Car Company Tycoon Game
2015,339530,Factions: Origins of Malu
2015,355420,FLAMBERGE
2015,329970,KeeperRL
2017,357770,The District
2015,355840,Survarium
2015,340810,Deepworld
2015,365290,House of Nightmares B-Movie Edition
2015,341710,Crest - an indirect god sim
2015,366290,Carp Fishing Simulator
2015,293220,H-Hour: World's Elite
2015,362940,Courier of the Crypts
2015,366060,Teddy Terror
2015,346970,OBEY
2015,339560,Man Alive
2015,305510,Servo
2015,284160,BeamNG.drive
2015,375530,Football Tactics
2015,368720,Sirius Online
2015,356510,Soccer Rage
2015,253250,Stonehearth
2015,369190,Shoot 'Em Up Kit
2015,372740,Second Warfare
2015,373750,DinoSystem
2015,378370,Nomad
2015,366860,Spy Bugs
2015,375550,DungeonRift
2015,383010,JamG
2015,269770,Secrets of Grindea
2015,384900,Temporal Shift
2015,375870,SLIDE: platformer
2015,382480,Super Dungeon Run
2015,386600,Pixel Fodder
2015,362310,Dungeon League
2015,340960,Pulsen
2015,341010,Pluck
2015,317730,REVERSE SIDE
2015,377220,Deficis
2015,280010,Gunjitsu
2015,340530,Soccer Legends
2015,383120,Empyrion - Galactic Survival
2015,250540,C-Wars
2015,395150,Dark Storm: VR Missions
2015,395480,Mr Makeshifter
2015,386340,MegaSphere
2015,336440,Super Cane Magic ZERO
2015,315330,All Guns On Deck
2015,372340,SnarfQuest Tales
2015,402160,Star Command Galaxies
2015,324190,CodeSpells
2015,344820,Forsaken Fortress Strategy
2015,391520,Labyrinth Simulator
2015,392690,Erwin's Timewarp
2015,398250,Moonstrider
2015,386590,Novus Inceptio
2015,309900,Super Sky Arena
2015,263920,Zombie Grinder
2015,407700,Lonath Online
2015,391190,Dolguth
2015,330570,Noct
2015,404750,Carrotting Brain
2015,324470,SinaRun
2015,327000,Infinite Game Works Episode 1
2015,407620,Indie Game Battle
2015,408440,Dream Factory
2015,369270,Megatect
2015,341570,Throbax TD
2015,409490,Rogue Harvest
2015,414070,Shut Up And Dig
2015,397360,Magician's Apprentice
2015,266190,Astral Terra
2015,402970,Fringes of the Empire
2015,418110,March of War: FaceOff - XL
2015,405010,Bitardia
2015,416260,The Lost Island
2015,413490,Rothschild: The Sheep Will Wake
2015,381750,RC Simulation 2.0
2015,412860,Zombie Office Politics
2015,393420,Hurtworld
2016,418430,Survive Me Miolhr
2015,421110,AWAKE
2015,217120,Waves 2
2015,413740,Mines of Mars
2015,427950,The Withering
2015,414770,Bionite: Origins
2016,422940,Divergence: Online
2016,374170,Sniper Tactical
2016,383020,a Family of Grave Diggers
2016,429050,Feed and Grow: Fish
2016,349150,Dead TrailZ
2016,358080,No Turning Back: The Pixel Art Action-Adventure Roguelike
2016,387990,Scrap Mechanic
2016,435230,Medieval Playground
2016,409340,Perraw - FPS Clone War Alpha
2016,438440,Star Rogue
2016,389050,Pocket Rumble
2016,428180,Islet Online
2016,422420,Godus Wars
2016,346610,Racecraft
2016,440770,Drawn Story
2016,429020,LONE WOLF: Horizon
2016,339440,Critical Annihilation
2016,393390,Cat Simulator
2016,415860,Tactical Craft Online
2016,436510,Worlds of Chaos: Invasion
2016,439740,Eclipsed
2016,433850,H1Z1
2016,434530,Flobe
2016,336210,Just Death
2016,373410,The Kindred
2016,412130,Era of Majesty
2016,433960,Shadow Of Nebula
2016,412310,Labyrinth
2016,444460,Love is Blind: Mutants
2016,397100,MachineCraft
2016,424850,Galactineers
2016,393820,At the Mountains of Madness
2016,440720,Pandora`s room
2016,448570,Origin Of Destiny: Crimson Awakening
2016,420550,Super Arcade Football
2016,458030,StarFringe: Adversus
2016,394010,The Contact
2016,436410,Beyond The Destiny
2016,455980,Judgment: Apocalypse Survival Simulation
2016,377140,Hide & Hold Out - H2o
2016,405530,Veer
2016,432720,Welkin Road
2016,461400,Massive
2016,432480,Grenade Madness
2016,300260,Planetoid Pioneers
2016,446020,Jalopy
2016,379210,Wayward
2016,458830,Snooker Nation Championship
2016,463240,Magma Chamber
2016,329280,Avalon Lords: Dawn Rises
2016,454560,Ultimate Fight Manager 2016
2016,340680,Bunny Bash
2016,465000,Event Horizon
2016,465020,Sector Six
2016,396700,Hover Cubes: Arena
2016,321400,Supraball
2016,453090,Parkitect
2016,444670,SUPER IMPOSSIBLE ROAD
2016,388830,TribeQuest: Red Killer
2016,436470,Gamma Bros 1.5
2016,454260,The HinterLands
2016,391550,Beyond Flesh and Blood
2016,385380,Planet Centauri
2016,432030,Swanky Paint
2016,463870,Deathwave
2016,450240,Bullet Force
2016,458330,Vilmonic
2016,455990,Smash Pixel Racing
2016,491760,Screeps CPU Subscription
2016,437340,Toys of War
2016,497270,MIGHT
2016,461720,Tank Blast
2016,444620,SpellKnights
2016,393930,RoShamBo
2016,493280,WALLSLIDE
2016,294100,RimWorld
2016,498700,The Ember Saga: A New Fire
2016,475960,Bombslinger
2016,346330,BrainBread 2
2016,501740,Dropship Down
2016,467900,SWORDY
2016,431360,The Legend: A University Story
2016,496510,M.EXE
2016,499230,SurvHive
2016,492340,Pixel Cup Soccer 17
2016,328510,Monsters and Monocles
2016,514410,Gun Brothers
2016,462930,AdVenture Communist
2016,513880,Panzer Warfare
2016,503180,miniLAW: Ministry of Law
2016,462100,Starr Mazer: DSP
2016,523080,Footbrawl Playground
2016,504620,"Grid Legion, Storm"
2016,518030,Aim Hero
2016,508790,Flat Heroes
2016,444090,Paladins®
2016,516530,Chaos Of Hearts
2016,483850,Guns N' Boxes
2016,527790,Cranium Conundrum
2016,514400,Legends of Time
2016,525610,Hardware Engineering
2016,463540,StreetCraft
2016,503700,Fall of Freya (Alpha 1)
2016,514200,Mythic Victory Arena
2016,477140,SparkDimension
2016,513590,So Many Cubes
2016,496440,The Challenge
2016,423730,Hyper Gods
2016,397150,Stellar Overload
2016,498340,Shards of Azuria
2016,538100,Feel The Snow
2016,457330,High Octane Drift
2016,429480,Vision Runner
2016,374280,Hired Ops
2016,486660,Super Mixtape
2016,541760,The Frontier
2016,440660,Void Vikings
2016,519080,Soda Girls
2016,453690,Dark Quest 2
2016,546870,Merchants & Mercenaries
2016,469820,Genital Jousting
2016,488440,Angeldust
2016,454580,Spider Wars
2016,531640,Eternal Card Game
2016,438770,Street Posse Showdown
2016,546980,Midnight Carnival
2016,544290,Tyto Online
2016,512170,the research facility NO.507
2016,562430,Alien Hostage
2016,440450,Escape: Sierra Leone
2016,529020,Virtual-O
2016,459880,PlayFortress
2016,555850,Galactic Landing
2016,563490,Earth Liberation
2016,538990,SugarMill
2016,535240,Landmine Larry
2016,570500,Child Phobia: Nightcoming Fears
2016,558100,Art of War: Red Tides
2017,563410,Necroball
2017,572220,MageQuit
2017,576480,Drunken Fight Simulator
2017,552880,STARDROP
2017,404070,Lords of New York
2017,513310,Aviators
2017,535350,Elderine: Dreams to Destiny
2017,530080,Super Toaster X: Learn Japanese RPG
2017,508520,MiniBotz
2017,547680,Guild Quest
2017,553740,Echo Lake
2017,505060,Warcube
2017,545840,Convicted Galaxy
2017,568190,OBCIDIAN LEGACY
2017,570980,Tale of Fallen Dragons
2017,568580,GunFleet
2017,552690,Fantasy Fairways
2017,464950,Sumer
2017,571740,Golf It!
2017,586170,Mad Dojo
2017,466560,Northgard
2017,503430,N0-EXIT
2017,332650,The Exiled
2017,465200,Badass Hero
2017,420290,Blackwake
2017,592260,Dungeon Painter Studio
2017,527230,For The King
2017,567320,VThree
2017,391140,Blast-off
2017,432420,Ludoria
2017,503240,Hurricane
2017,466860,City of God I - Prison Empire
2017,598330,SimAirport
2017,548650,Lightspeed Frontier
2017,471400,Space Jammers
2017,493480,ERISLE
2017,602830,Hexaball
2017,583240,Coffence
2017,601500,Lost in Nature
2017,602920,Sketch! Run!
2017,404200,WARTILE
2017,583000,Fly Away
2017,508410,SKIPCHASER
2017,590600,LifeBase
2017,595360,NIGHTSTAR: Rogue Wings
2017,285380,On The Road
2017,577280,SCALPERS: Turtle & the Moonshine Gang
2017,597920,Survivalizm - The Animal Simulator
2017,599040,Win That War!
2017,619140,Station 21 - Space Station Simulator
2017,585190,A Gummy's Life
2017,615150,Twist of Destiny
2017,592780,Bang Bang Car
2017,607200,Tanki X
2017,263720,Brawlout
2017,556850,Handy Dice
2017,552920,Sailaway - The Sailing Simulator
2017,415590,Earthfall
2017,446030,Corroded
2017,618840,Samhain World
2017,369700,Tanzia
2017,591930,Genesia Legacy: Ultimate Domain
2017,550740,Battles of the Valiant Universe CCG
2017,622870,Pixel Shinobi Nine demons of Mamoru
2017,588650,Dead Cells
2017,563360,Market Tycoon
2017,527320,Defend the Highlands: World Tour
2017,530560,STEAM HAMMER
2017,623310,Arcfall
2017,590910,炎黄战纪之三国烽烟
2017,457140,Oxygen Not Included
2017,581710,Stickmageddon
2017,623900,Table Football Pro
2017,530860,The Wanderer
2017,622810,Invasion
2017,425260,Soul Harvest
2017,635000,Edge of Hearts
2017,602080,Solaroids: Prologue
2017,618640,The Crowded Party Game Collection
2018,597230,Shotgun Legend
2017,400570,WarpBall
2017,598700,The Vagrant
2017,522130,LandTraveller
2017,499660,Medieval Kingdom Wars
2017,611960,Pilam Sky
2017,647410,Goodbye My King
2017,339720,Debugger 3.16: Hack'n'Run
2017,652050,The Labyrinth
2017,614550,Golden Panic
2017,581740,HUNGER
2017,523660,HYPERCHARGE: Unboxed
2017,644610,Drums Hero PC
2017,456090,ZOMBIE TOWN AHHH
2017,611770,Void Source
2017,644150,Smogland
2017,659540,Warsim: The Realm of Aslona
2018,666140,My Time At Portia
2017,652560,Beached
2017,656200,ESports Club
2017,428610,Longsword - Tabletop Tactics
2017,615020,King of the World
2017,622040,Zooicide
2017,397760,Urban War Defense
2017,337290,Still Not Dead
2017,510360,Recession
2017,666310,Space of Darkness
2017,458660,The Slimeking's Tower
2017,628770,Tangledeep
2017,672220,Unlimited
2017,665630,Marble Masters: The Pit
2017,670440,Obscure - Challenge Your Mind™
2017,553660,PWND
2017,667520,Flight Unlimited 2K18
2017,665780,Juke
2017,525460,Sullen: Light is Your Friend
2017,469830,Fable Fortune
2017,682170,Witchkin
2017,487120,Citadel: Forged with Fire
2017,576120,Purgatory II
2017,595430,Sky Knights
2017,623380,Cybermotion
2017,621070,Legends of Ellaria
2017,610670,Alchemyland
2017,587450,Saurian
2017,674590,WakeUp!
2017,686870,Lost Items
2017,666730,This Merchant Life
2017,391400,Game of Dragons
2017,662910,Cash Crop
2017,681670,Elly The Jelly
2017,657560,Dodgeball
2017,672300,Air Traffic Disruptor
2017,676540,Mercfighter
2017,680500,ShadowCalls 暗影召唤
2017,684930,Fantasy ERA
2017,504300,Gangs of Space
2017,668830,Raid On Coasts
2017,683160,The Exorcist
2017,658490,Drive Isle
2017,675130,AEGYPTUS
2017,676070,an Orc's Tale: Kriegsruf
2017,573490,Interstellar Transport Company
2017,682820,Metronix Lab
2017,685910,Battlefleet Engineer
2017,658420,Agents of Aggro City Online
2017,623880,World of Speed
2017,684040,Logos
2017,338290,Molecats
2017,479200,Champions of Odin
2017,439370,Midair
2017,622670,Huusuienbu - Chapter Spring and Summer
2017,696370,BROKE PROTOCOL: Online City RPG
2017,658250,Xtrike
2017,661030,Aliens&Asteroids
2017,680860,Evil Labs
2017,515010,A Duel Hand Disaster: Trackher
2017,618200,Skylands
2017,596970,SUNLESS SKIES
2017,654740,STICK ENGINE
2017,694670,Charpi
2017,673750,Super Bunny Man
2017,536660,JCB Pioneer: Mars
2018,687630,Epic Cards Battle 2-Dragons Rising(TCG)
2017,625000,Knightfall
2017,697940,Press and Jump
2017,673190,All-Star Fruit Racing
2017,673620,Slizer Battle Management System
2017,705390,Aya's Journey
2017,668230,SLI-FI: 2D Planet Platformer
2017,468330,HIVE: Altenum Wars
2017,700400,Planet Bash
2017,656490,Automobile Tycoon
2017,648430,Hand of the Gods
2017,517720,Epic Tavern
2017,683770,Rover Builder
2017,575060,Nemo_D.O
2017,655340,Daath Origins™
2017,707400,Attack Of Insects
2017,700780,DEVIL GUNS - DEMON BULLET HELL ARENA
2017,689040,Scuttlers
2018,695810,HORDE ATTACK
2017,713550,Hikaru's Cube
2017,619430,World of Castles
2017,693020,Space Commander 9
2017,665670,Enlysia
2017,697680,Marblesared
2017,682630,Box Maze 2 : Agent Cubert
2017,252390,DwarfCorp
2017,685800,Tough Story: Big Hell
2017,642390,Blocksworld
2017,622470,Road Dogs
2017,657240,Tracks - The Train Set Game
2017,673610,Airport CEO
2017,697490,Space Wrangler
2017,625580,The Cleansing - Versus
2018,644000,INTERSTELLAR PRIME
2017,622610,Cult: Fear Inside
2017,681900,ionAXXIA
2017,346760,ProtoMasons
2017,686940,Captivus
2017,724170,Solar Lander
2017,619670,Huge Bang Bang
2018,604550,Reality Incognita
2017,714640,Abstractanoid
2017,713800,Infinite Gateway
2017,702180,Mafia is Alive
2017,713610,Qbike: Crypto Motorcycles
2017,654700,Unearthing Process
2017,656530,Pro Gamer Manager 2
2017,710250,Pet Squad Racing
2018,709280,Island Build Masters
2017,595960,Pinball Wicked
2017,707220,The Base
2017,709820,Wasted Pizza
2017,679400,Relik
2017,513330,Party Hard Tycoon
2017,666820,Skirmish Line
2017,669700,PROJECT AZRIEL
2017,689270,Chessia
2017,610410,PAWARUMI
2017,725960,Ballistic Mini Golf
2017,676830,Xenomarine
2017,685420,Grace of Zordan
2017,712660,YBit
2017,707590,Defense Clicker
2017,619620,Cellz
2017,716380,The Chemist
2017,296790,ThunderWheels
2017,649900,Mini Guns
2017,717280,Critters - Cute Cubs in a Cruel World
2017,726820,Inner Mazes - Souls Guides
2017,734510,Worshippers
2017,727970,Cosmic Trail
2017,737930,Online Circle Pong
2017,556960,Lost Wing
2017,698640,Deep Sky Derelicts
2017,680250,The Mirage : Illusion of wish
2017,686200,Door Kickers: Action Squad
2017,744220,AI Dummy
2017,469600,Legion TD 2
2017,537000,Nelo
2017,726000,No King No Kingdom
2017,718070,AgeOfDarkness
2017,673220,Joumee The Hedgehog
2017,595770,AirMech Wastelands
2017,734870,"Houston, We Have Spinach!"
2017,681380,The Balloonist: Beyond the Clouds.
2017,697950,Tank Wars: Anniversary Edition
2017,685570,TurretMaster
2017,719970,Soccer Simulation
2017,704830,Esports Life: Ep.1 - Dreams of Glory
2017,733460,First Feudal
2017,760900,In the thrall of darkness: The gift of dreams
2017,760860,TRANSCEND
2018,754020,Galactic Harvester
2017,655780,Project 5: Sightseer
2017,566690,Meriwether: An American Epic
2017,741080,Pterodalien
2017,607460,Epic Snails
2017,718010,Robbie Swifthand and the Orb of Mysteries
2017,681000,NEVRDEAD
2017,690510,Black Survival
2017,298610,Ylands
2017,747330,The adventure of Kroos
2017,745890,This Is Not A Jumping Game
2017,755530,Factorybelts 2
2017,738610,Train Station Simulator
2017,713460,Train Frontier Classic
2017,512120,Nakiti Generations
2017,724470,Lazy Galaxy
2017,745930,Ancient Treasure 法爾斯編年史：上古秘寶
2018,602600,Visions of Zosimos
2017,714060,Alien Mayhem
2017,759700,PLAYERUNKN1WN: Friendly Fire
2017,694440,Man of Law | Judge simulator
2017,702360,Hunters Life
2017,347600,Total Miner
2017,688750,MineDrill Redux
2017,755570,Chinbu's Adventure
2017,762850,Cubit
2017,758790,Musical Reflex
2018,690200,Capsular
2017,742380,Spreadstorm
2018,529060,Space Simulator
2017,758990,Ancient Warfare 3
2017,763730,Ragtag Adventurers
2017,719180,Revulsion
2017,661050,Quadrablaze
2017,759030,WaywaY
2017,762460,Galaxy 3D Space Defender
2017,697010,Until None Remain: Battle Royale PC Edition
2017,656030,An Epic Tale of Redwall : The Scout
2017,725550,VS Round 1
2017,762900,Cars with Guns: It's About Time
2017,716950,Dino Scourge
2017,742460,Marble Skies
2017,528900,Multirotor Sim 2
2017,746090,Breath of Warfare
2017,704140,Edge Of Existence
2017,590580,Dragon of Legends
2017,377320,Hexters
2017,564050,Bud Spencer & Terence Hill - Slaps And Beans
2017,754230,Defense Warfare
2017,747730,Operation Red Dragon
2017,757900,Live And Learn
2017,741650,Holy Towers
2017,579560,Sky Trader
2017,706020,Fade to Silence
2017,728730,Holyday City: Reloaded
2017,566240,The Day After : Origins
2017,605230,Grey Hack
2017,678900,Farmer's Dynasty
2017,694480,DEFENDERS OF THE FALLEN ISLAND
2017,681860,Wild Buster: Heroes of Titan - MMO-ARPG
2017,595010,Violet Cycle
2017,606870,MetaMorph: Dungeon Creatures
2017,644930,They Are Billions
2017,699770,RideOp - Thrill Ride Simulator
2017,544550,Stationeers
2017,760930,Bitcoin Farm
2017,727180,大逃亡专家/Escape Expert
2017,746760,Outside
2017,712080,7 Bones and 7 Stones - The Ritual
2017,574070,Space Wars: Interstellar Empires
2017,763300,GAME TUBE ♛
2017,733440,Real RC Flight Simulator
2017,729390,Debris Infinity
2017,740170,Unexpected End
2017,752240,4X Space Time Shipyard
2017,575970,Golem Gates
2017,690040,SUPERHOT: MIND CONTROL DELETE
2017,666590,Jetball
2017,342310,RIOT - Civil Unrest
2017,752910,Cookies vs. Claus
2017,463530,Empires of the Undergrowth
2017,708890,BEATris
2017,717790,Hold Your Own
2017,723880,New World: The Tupis
2017,724070,Keyboard Engine
2017,744040,Street Heat
2017,747750,D.F.R.: The Light
2017,740080,Deadly Days
2017,732040,Corridor 15
2017,717240,Divide & Conquer
2017,718650,Driftland: The Magic Revival
2017,742700,Empire Deluxe Combined Edition
2017,734580,BattleRush
2017,733570,Loot Run
2017,744720,The Silence Outside
2017,719280,Bullseye
2017,688210,Deathlands
2017,699010,Unsettled
2017,719340,ReturnState
2017,656740,Cosmonator
2017,710610,Don't Sink
2017,728050,❂ Heroes of Hexaluga ❂
2017,517270,Pro Farm Manager
2017,661340,TYRED
2017,741260,Mobile Empire
2017,577000,Witchcraft
2017,685300,Portrait Wizard
2017,657280,Rytmik Studio
2017,585710,Blazing Beaks
2017,749200,Offensive Dimensions
2017,646570,Slay the Spire
2017,335620,Star Traders: Frontiers
2017,713450,Dungeon Rustlers
2017,730270,JunkerBot
2018,695970,Treadnauts
2017,701280,Askutron Quiz Show
2017,690350,Endless Combat
2017,705220,Tactical Monsters Rumble Arena
2017,215830,Closers
2017,738210,Galactic Orbital Death Sport
2017,720850,Blasteron
2017,566430,Ultimus bellum
2017,626550,Prodigy Tactics
2017,577970,Punch Planet
2017,740120,BATTLE RAP SIMULATOR
2017,738830,Atlas Tile Editor (ATE)
2017,657300,Party Crashers
2017,652140,Echo Nine
2017,663690,Rival Rampage
2017,731670,ERMO
2017,712120,Rhythmica
2017,656060,SkiFy
2017,361100,Slashers: The Power Battle
2017,603020,Usurper
2017,733710,YOUFIGHT
2017,699720,Timension
2017,703840,Animal Super Squad
2017,679100,Aequitas Orbis
2017,659530,Embers of War
2019,699570,The Legendary Player - Make Your Reputation - OPEN BETA
2017,690950,Skeleton Sprint
2017,734700,The Lost Gardens
2017,731600,Heckpoint
2017,719830,Desert Craft
2017,658440,Enshrouded World
2017,732980,Keyscaper
2017,738880,Pain of War
2017,706010,The Unseen
2017,710540,Driver Pro: 2017
2017,741320,The Song of Terminus  終焉的迴響:護界者之歌
2017,717330,Halloween Pumpkin Story
2017,617590,Affliction
2017,717020,Drosoph Hotel
2017,588120,Capsa
2017,695600,This Grand Life
2017,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
2017,636690,Sociable Soccer
2017,700570,Beyond the Void
2017,700270,Boratium Wars
2017,647530,Prime Arena
2017,726580,Game Machines: Arcade Casino
2017,661920,Claybook
2017,717540,De Mambo
2017,643970,Return to Planet X
2017,685450,Cobos
2017,410830,ARENA GODS®
2017,512160,Volleying
2017,722730,Cogmind
2017,704510,Mercury Fallen
2017,708120,Printer Forge 3D
2017,724510,The Quiet Sleep
2017,569720,TUNNEL DIVERS
2017,699470,Landon
2017,462940,Making History: The Second World War
2017,699100,Megaton: Total Destruction
2017,658630,Anonymous ME
2017,709140,A Dream For Aaron
2017,673730,Aurrery
2017,686680,Computer Tycoon
2017,699680,Monopolka
2017,718090,Princess.Loot.Pixel.Again x2
2017,668170,Incline
2017,722540,Banana Town
2017,698610,Through Blocks
2017,349510,Hanako: Honor & Blade
2017,713380,Mr. Barrel
