release_year,metascore,app_name
2013,76,Total War™: ROME II - Emperor Edition
2013,89,Rayman® Legends
2013,86,Gone Home
2013,90,Brothers - A Tale of Two Sons
2013,66,The Bureau: XCOM Declassified
2013,86,Saints Row IV
2013,73,Divekick
2013,83,Skullgirls
2013,90,Spelunky
2013,85,"Papers, Please"
2013,88,Guacamelee! Gold Edition
2013,87,Europa Universalis IV
2013,73,Guncraft
2013,72,Hammerwatch
2013,78,Teleglitch: Die More Edition
2013,73,Super Splatters
2013,85,Rogue Legacy
2013,63,Storm
2013,77,TrackMania² Stadium
2013,73,Fist Puncher
2013,47,Hexodius
2013,82,Joe Danger 2: The Movie
2013,75,The Night of the Rabbit
2013,75,Cubetractor
2013,80,Wargame: Airland Battle
2013,77,Expeditions: Conquistador
2013,87,The Swapper
2013,82,Rising Storm Game of the Year Edition
2013,80,Fallen Enchantress: Legendary Heroes
2013,72,The Incredible Adventures of Van Helsing
2013,64,Skyward Collapse
2013,77,Element4l
2013,79,Call of Juarez® Gunslinger
2013,83,Gunpoint
2013,80,GRID 2
1999,92,System Shock 2
2013,69,Thunder Wolves
2013,77,Anomaly 2
2013,66,Strike Suit Infinity
2013,91,FEZ
2013,81,Far Cry 3 - Blood Dragon
2013,83,Monaco: What's Yours Is Mine
2013,76,Kairo
2013,80,Dyad
2013,75,Anna - Extended Edition
2013,80,La-Mulana
2013,83,Starseed Pilgrim
2013,61,Sacred Citadel
2013,68,Age of Empires II HD
2013,76,ShootMania Storm
2013,73,Dungeon Hearts
2013,72,Cities in Motion 2
2013,69,Warframe
2013,94,BioShock Infinite
2013,59,Shattered Haven
2013,79,Weird Worlds: Return to Infinite Space
2013,52,Sniper: Ghost Warrior 2
2013,85,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2011,81,TrackMania² Canyon
2013,75,Star Conflict
2013,62,Sniper Elite: Nazi Zombie Army
2013,66,Armada 2526 Gold Edition
2013,86,Tomb Raider
2013,67,The Showdown Effect
2013,81,Kentucky Route Zero
2013,74,The Bridge
2013,67,The Banner Saga: Factions
2013,80,Brutal Legend
2013,62,Bientôt l'été
2013,45,Impire
2013,80,Proteus
2013,79,Sonic & All-Stars Racing Transformed
2013,82,Antichamber
2013,67,"10,000,000"
2013,81,Expansion - Crusader Kings II: The Republic
2013,79,Euro Truck Simulator 2
2013,78,Baldur's Gate: Enhanced Edition
2013,72,The Journey Down: Chapter One
2012,79,Waking Mars
2012,75,Dishonored: Dunwall City Trials
2012,65,Sword of the Stars II: Enhanced Edition
2012,48,Karateka
2012,88,Far Cry 3
2012,88,Super Hexagon
2012,80,LEGO The Lord of the Rings
2012,52,Miner Wars 2081
2012,68,Little Inferno
2012,75,Scribblenauts Unlimited
2012,79,Hitman: Absolution™
2012,84,PlanetSide 2
2012,80,Assassin’s Creed® III
2012,77,Thomas Was Alone
2012,42,Clan of Champions
2012,80,Natural Selection 2
2012,64,Painkiller Hell & Damnation
2012,63,Pid
2012,78,Deadlight
2012,74,King's Bounty: Warriors of the North
2012,59,Lucius
2012,79,Chivalry: Medieval Warfare
2012,91,Mark of the Ninja
2012,73,Worms Revolution
2012,69,Of Orcs And Men
2012,64,Hell Yeah! Wrath of the Dead Rabbit
2012,76,McPixel
2012,91,Dishonored
2012,75,Half Minute Hero: Super Mega Neo Climax Ultimate Boy
2012,66,Sniper Elite V2 - The Neudorf Outpost Pack
2012,61,Dream Pinball 3D
2012,88,Torchlight II
2012,89,XCOM: Enemy Unknown
2012,72,Gateways
2012,50,Tryst
2012,84,FTL: Faster Than Light
2012,89,Borderlands 2
2012,67,Secret Files 3
2012,80,F1 2012™
2012,69,Home
2012,68,Shad'O
2012,66,I Am Alive
2012,85,DARK SOULS™: Prepare To Die™ Edition
2012,57,Tiny Troopers
2012,63,Jagged Alliance: Crossfire
2012,74,They Bleed Pixels
2012,74,Snapshot
2012,83,Galactic Civilizations® I: Ultimate Edition
2012,59,Tower Wars
2012,83,Tales From Space: Mutant Blobs Attack
2012,69,Check vs Mate
2012,88,Thirty Flights of Loving
2012,49,Cannon Fodder 3
2012,75,Symphony
2012,74,Deponia
2012,60,Rigonauts
2012,74,Unmechanical
2012,78,Awesomenauts - the 2D moba
2012,76,Resonance
2012,83,Orcs Must Die! 2
2012,76,Prototype 2
2012,75,Blacklight: Retribution
2012,77,Endless Space® - Collection
2012,75,Tiny and Big: Grandpa's Leftovers
2012,55,SpellForce 2: Faith in Destiny
2012,27,Fray: Reloaded Edition
2012,77,Magic: The Gathering - Duels of the Planeswalkers 2013
2012,58,Game of Thrones
2012,76,Spec Ops: The Line
2012,82,Sins of a Solar Empire®: Rebellion
2012,55,Iron Front: Digital War Edition
2002,56,Conflict Desert Storm™
2012,73,Alan Wake's American Nightmare
2000,87,Thief™ II: The Metal Age
2012,91,Batman: Arkham City - Game of the Year Edition
1998,92,Thief™ Gold
2012,82,Botanicula
2012,54,Nexuiz
2012,79,Street Fighter X Tekken
2012,79,Offspring Fling!
2012,75,The Dream Machine: Chapter 1 & 2
2012,54,Sonic the Hedgehog 4 - Episode II
2012,73,MacGuffin's Curse
2012,63,Blades of Time
2012,81,Lone Survivor: The Director's Cut
2012,82,The Walking Dead
2012,59,Fireburst
2012,54,A Valley Without Wind
2012,80,Noitu Love 2: Devolution
2012,71,Warlock - Master of the Arcane
2012,64,Naval War: Arctic Circle
2012,82,Legend of Grimrock
2012,74,Stellar Impact
2012,76,Avernum: Escape From the Pit
2012,57,Men of War: Condemned Heroes
2011,88,The Witcher 2: Assassins of Kings Enhanced Edition
2012,76,Insanely Twisted Shadow Planet
2012,39,Deep Black: Reloaded
2012,76,Super MNC
2012,66,Sniper Elite V2
2012,83,Mount & Blade: Warband - Napoleonic Wars
2011,71,Fallen Earth Free2Play
2012,81,Wargame: European Escalation
2012,75,Stronghold Kingdoms
2012,72,Shank 2
2012,80,The Blackwell Legacy
2012,73,Blackwell Deception
2012,70,Evochron Mercenary
2012,79,Dustforce DX
2012,81,Kingdoms of Amalur: Reckoning™
2012,73,Unstoppable Gorg
2012,77,The Darkness II
2012,73,Crusader Kings Complete
2012,57,SOL: Exodus
2009,81,Age of Empires® III: Complete Collection
2012,80,LEGO Harry Potter: Years 5-7
2012,65,Choplifter HD
2011,83,EverQuest® II Free-To-Play. Your Way.™
2011,71,Sideway™ New York
2011,84,Saints Row: The Third
2011,81,Rochard
2011,82,Gemini Rue
2011,37,Global Ops: Commando Libya
2011,76,Renegade Ops
2011,59,Ignite
2011,79,Bloodline Champions
2011,70,Take On Helicopters
2011,59,inMomentum
2011,66,Lord of the Rings: War in the North
2011,81,Dungeon Defenders
2002,73,Worms Blast
2011,76,PAYDAY™ The Heist
2011,55,Steel Storm: Burning Retribution
2011,79,RAGE
2011,83,Orcs Must Die!
2011,76,Might & Magic: Clash of Heroes
2011,71,Nuclear Dawn
2011,72,Dungeons - The Dark Lord
2011,66,Worms Ultimate Mayhem
2011,54,King Arthur: Fallen Champions
2011,67,Xotic
2011,83,F1 2011
2011,72,Blocks That Matter
2011,86,Bastion
2011,76,From Dust
2011,75,Avadon: The Black Fortress
2011,62,Chantelise - A Tale of Two Sisters
2011,63,Supreme Ruler: Cold War
2011,56,Pirates of Black Cove
2011,88,LIMBO
2001,79,Kohan: Ahriman's Gift
2001,87,Kohan: Immortal Sovereigns
2004,81,Kohan II: Kings of War
2001,74,Cossacks: European Wars
2002,71,Post Mortem
2003,66,American Conquest: Fight Back
2002,80,Robin Hood: The Legend of Sherwood
2003,76,American Conquest
2002,74,Cossacks: Art of War
2005,73,Cossacks II: Napoleonic Wars
2006,69,Cossacks II: Battle for Europe
2011,54,Achron
2005,81,Quake IV
2011,62,Trauma
2011,81,Critical Mass
2011,78,Cthulhu Saves the World
2011,79,Dungeons of Dredmor
2011,50,Trapped Dead
2011,67,Operation Flashpoint: Red River
2011,75,Red Faction®: Armageddon™
2011,70,Pride of Nations
2011,81,Jamestown
2011,70,Vertex Dispenser
2011,79,Runaway: A Twist of Fate
2011,75,The Next BIG Thing
2011,75,Hector: Badge of Carnage - Full Series
2011,56,Yar's Revenge
2011,80,Capsized
2011,83,Universe Sandbox
2011,68,Mount & Blade: With Fire & Sword
2011,77,Section 8®: Prejudice™
2011,63,The Tiny Bang Story
2011,49,Garshasp: The Monster Slayer
2011,64,Hydrophobia: Prophecy
2011,69,Lume
2011,83,Terraria
2011,70,BRINK
2011,69,Duels of the Planeswalkers Gold Deck Bundle
2004,80,Syberia II
2002,82,Syberia
2011,57,Naval Warfare
2011,65,Hearts of Iron III Semper Fi: Dies Irae Götterdämmerung
2011,74,Fortix 2
2011,78,NightSky
2011,84,SpaceChem
2011,79,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition
2011,75,Atom Zombie Smasher
2011,44,Post Apocalyptic Mayhem
2011,79,Revenge of the Titans
2011,88,Assassin’s Creed® Brotherhood
2011,76,LEGO® Star Wars™ III - The Clone Wars™
2011,49,Theatre of War 3: Korea
2011,84,Shift 2 Unleashed
2011,65,HOARD
2002,86,Dungeon Siege
2011,70,Cities in Motion
2011,77,Men of War: Assault Squad
2011,55,CreaVures
2011,43,Painkiller Redemption
2011,74,Magicka
2011,71,Europa Universalis III: Divine Wind
2010,82,Bejeweled® 3
2010,73,RUSH
2010,76,Greed Corp
2010,86,Need For Speed: Hot Pursuit
2003,88,EVE Online
2010,86,Battlefield: Bad Company 2 Vietnam
2010,67,The UnderGarden
2010,64,Alien Breed 3: Descent
2010,71,Poker Night at the Inventory
2007,79,Depths of Peril
2010,78,DeathSpank: Thongs of Virtue
2010,87,Super Meat Boy
2010,69,nail'd
2010,91,Dragon Age: Origins - Ultimate Edition
2010,90,Grand Theft Auto IV: Complete Edition
2010,73,Blood Bowl® Legendary Edition
2010,73,Bloody Good Time
2010,63,ArcaniA
2010,78,Dead Rising® 2
2010,77,Lost Horizon
2010,63,Front Mission Evolved
2010,82,Lara Croft and the Guardian of Light
2010,69,Borderlands: Claptrap's Robot Revolution
2004,63,Aura: Fate of the Ages
2010,68,Commander: Conquest of the Americas
2010,59,Alter Ego
1993,66,realMYST
2008,75,Sword of the Stars: Complete Collection
1997,83,Riven: The Sequel to MYST
2010,65,Hearts of Iron III: Semper Fi
2010,75,Prince of Persia: The Forgotten Sands™
2010,71,Jolly Rover
2010,55,Sniper: Ghost Warrior
2006,61,The Guild II
2007,63,The Guild II - Pirates of the European Seas
2010,79,Puzzle Dimension
2010,61,Rig n Roll
2009,63,Theatre of War 2: Africa 1943
2007,66,Theatre of War
2010,60,Reign: Conflict of Nations
2010,80,Day of Defeat: Source
2010,65,Blacklight: Tango Down
2003,66,Chaser
2010,79,LEGO Harry Potter: Years 1-4
2010,73,Arma 2: Operation Arrowhead
2010,76,Singularity™
2005,88,F.E.A.R.
2010,79,Tropico 3: Absolute Power
2010,81,Napoleon: Total War™
2010,86,Borderlands: The Secret Armory of General Knoxx
1999,78,Dawn of Discovery™: Venice
2010,81,Napoleon: Total War™ Imperial Edition
2010,87,Battlefield: Bad Company™ 2
2010,77,Supreme Commander 2
2010,65,Sonic & SEGA All-Stars Racing
2010,62,Silent Hunter 5®: Battle of the Atlantic
2010,86,Assassin's Creed 2 Deluxe Edition
2010,84,Just Cause 2
2010,85,"Warhammer® 40,000: Dawn of War® II Chaos Rising"
2010,84,Shatter
2010,82,Dragon Age™: Origins Awakening
2010,64,Command & Conquer 4: Tiberian Twilight
2010,75,Dark Fall: Lost Souls
2010,83,Tom Clancy's Splinter Cell Conviction™ Deluxe Edition
2010,72,Flotilla
2010,75,Sol Survivor
2009,73,Sherlock Holmes versus Jack the Ripper
2010,76,Nancy Drew®: Warnings at Waverly Academy
2010,57,Dark Void™
2010,73,Bob Came in Pieces
2010,94,Mass Effect 2
2010,58,Hotel Giant 2
2010,94,Mass Effect 2 Digital Deluxe Edition
2010,80,Toki Tori
2010,68,Aliens vs. Predator™
2010,88,BioShock® 2
2010,70,Lost Planet: Extreme Condition Colonies Edition
2010,80,S.T.A.L.K.E.R.: Call of Pripyat
2010,68,Galcon Fusion
2009,89,Left 4 Dead 2
2009,71,Gyromancer
2009,61,Ninja Blade
2009,29,Rogue Warrior
2009,82,King's Bounty: Armored Princess
2003,82,Broken Sword 3 - the Sleeping Dragon
2006,63,Gothic® 3
2009,79,Altitude
2009,84,Borderlands: The Zombie Island of Dr. Ned
2003,85,Nancy Drew®: The Haunted Carousel
2005,77,Nancy Drew®: Last Train to Blue Moon Canyon
2006,70,Nancy Drew®: Danger by Design
2005,80,Nancy Drew®: Secret of the Old Clock
2004,81,Nancy Drew®: Curse of Blackmoor Manor
2003,81,Nancy Drew®: Danger on Deception Island
2009,80,AI War: Fleet Command
2009,68,Elven Legacy: Ranger
2009,81,Borderlands
2009,76,Operation Flashpoint: Dragon Rising
2009,46,STAR WARS™: The Clone Wars - Republic Heroes™
2009,59,Lucidity™
2009,79,Tropico 3
2009,82,Red Faction Guerrilla Steam Edition
2009,86,Resident Evil™ 5/ Biohazard 5®
2009,78,Zuma's Revenge!
1997,91,STAR WARS™ Jedi Knight: Dark Forces II
2003,89,STAR WARS™ Jedi Knight II - Jedi Outcast™
2003,81,STAR WARS™ Jedi Knight - Jedi Academy™
2009,49,Twin Sector
2009,72,Majesty 2
2009,79,Madballs in Babo:Invasion
2009,81,AaAaAA!!! - A Reckless Disregard for Gravity
2009,67,Quantz
2000,83,MDK 2
2001,78,Red Faction
2008,61,Sherlock Holmes: The Mystery of the Mummy
2004,68,Sherlock Holmes: The Silver Earring
2008,72,Sherlock Holmes: The Awakened - Remastered Edition
2003,64,Red Faction II
2009,77,Hearts of Iron III
2010,91,Batman: Arkham Asylum Game of the Year Edition
2009,51,Darkest of Days
2009,73,Death to Spies: Moment of Truth
2009,71,Emerald City Confidential™
2008,63,Mata Hari
2008,68,Nikopol: Secrets of the Immortals
2009,67,East India Company
2005,76,Sniper Elite
2009,69,Order of War™
2008,NA,"Nancy Drew® Dossier: Lights, Camera, Curses!"
2009,81,Nancy Drew®: The Haunting of Castle Malloy
2002,71,STAR WARS™ Starfighter™
2005,78,STAR WARS™ Republic Commando™
2008,65,Supreme Ruler 2020 Gold
2002,51,Delta Force: Task Force Dagger
2001,74,Comanche 4
2000,74,Delta Force Land Warrior
2004,NA,Delta Force — Black Hawk Down: Team Sabre
2003,77,Delta Force: Black Hawk Down
2005,65,Delta Force: Xtreme
2008,62,Chronicles of Mystery: The Scorpio Ritual
2009,NA,Delta Force Xtreme 2
2004,75,Evil Genius
2009,70,SPORE™ Galactic Adventures
2009,77,Arma 2
2009,80,Trine Enchanted Edition
2009,79,Overlord II
2009,82,Dawn of Discovery™
2009,NA,Ankh 3: Battle of the Gods
2009,79,Crayon Physics Deluxe
2009,80,Men of War™
2009,30,Tunnel Rats
2009,72,Killing Floor
2009,63,NecroVision
2009,41,Damnation
2009,64,Restaurant Empire II
2009,74,Battlestations Pacific
2009,61,Velvet Assassin
2009,87,Plants vs. Zombies GOTY Edition
2008,57,Legend - Hand of God
2009,66,Dark Sector
2009,75,And Yet It Moves
2005,55,Judge Dredd: Dredd vs. Death
2009,71,Elven Legacy
2009,70,Company of Heroes: Tales of Valor
2009,65,Flock!
2009,90,Braid
2009,73,Cogs
2009,NA,Raycatcher
2008,NA,Amazing Adventures Around the World
2009,35,Drug Wars
2009,79,The Path
2009,NA,Mevo and The Grooveriders
2007,75,Eschalon: Book I
2008,NA,Spectromancer
2007,51,Hospital Tycoon
2009,43,Perimeter 2: New Earth
2006,80,Tom Clancy's Splinter Cell Double Agent®
2007,58,Maelstrom: The Battle for Earth Begins
2007,61,Driver® Parallel Lines
2008,79,Europa Universalis: Rome - Gold Edition
2009,85,"Warhammer 40,000: Dawn of War II"
2009,90,Empire: Total War™
2008,81,Dangerous High School Girls in Trouble!™
2009,72,Puzzle Quest: Galactrix
2009,NA,SlamIt Pinball Big Score
2009,68,Tom Clancy's EndWar™
2009,66,The Last Remnant™
2009,72,Grand Ages: Rome
2006,83,Hearts of Iron 2 Complete
2009,78,Penumbra: Black Plague Gold Edition
2009,NA,Monster Trucks Nitro
2007,83,Europa Universalis III Complete
2008,91,Fallout 3
2008,NA,Exodus from the Earth
2008,NA,Samantha Swift and the Hidden Roses of Athena
2003,NA,Starscape
2008,72,Mount & Blade
2008,64,Silent Hill Homecoming
2008,NA,"Precipice of Darkness, Episode Two"
2007,83,Mr. Robot
2008,NA,Pyroblazer®
2008,NA,7 Wonders: Treasures of Seven
2008,89,Left 4 Dead
2008,83,Call of Duty: World at War
2008,78,Bejeweled Twist
2008,NA,Mosby's Confederacy
2008,80,Tomb Raider: Underworld
2005,85,Prince of Persia: The Two Thrones™
2004,83,Prince of Persia: Warrior Within™
2003,89,Prince of Persia®: The Sands of Time
2005,78,Crazy Machines
2008,82,Prince of Persia®
2005,78,Crazy Machines 1.5
2007,82,Aquaria
2008,65,Need for Speed Undercover
2008,NA,Penguins Arena: Sedna's World
2008,82,Strong Bad's Cool Game for Attractive People: Season 1
2008,89,Mass Effect
2008,NA,SPORE™ Creepy & Cute Parts Pack
2008,84,SPORE™
2008,63,Imperium Romanum Gold Edition
2008,NA,Project Aftermath
2008,72,Crazy Machines 2
2006,67,Pacific Storm
2008,65,Insecticide Part 1
2008,69,Jack Keane
2006,74,Sacred Gold
2008,75,Children of the Nile: Enhanced Edition
2002,82,Tom Clancy's Ghost Recon® Desert Siege™
2001,80,Tom Clancy's Ghost Recon®
2002,82,Tom Clancy's Ghost Recon® Island Thunder™
2008,NA,Planet Busters
2008,NA,Silverfall: Earth Awakening
2005,58,The Settlers®: Heritage of Kings
2008,NA,Discovery! A Seek and Find Adventure
2008,NA,TrackMania Nations Forever
2008,79,Assassin's Creed™: Director's Cut Edition
2008,78,Tom Clancy's Rainbow Six® Vegas 2
2008,80,Trackmania United Forever Star Edition
2008,74,LUMINES™
2007,90,Portal
2008,77,Everyday Shooter
2005,66,Cold Fear™
2006,59,Tom Clancy's Rainbow Six Lockdown™
2006,77,Heroes of Might & Magic V
2005,87,Brothers in Arms: Road to Hill 30™
2008,79,Sam & Max 203: Night of the Raving Dead
2008,NA,Sam & Max 205: What&#146;s New Beelzebub?
2008,80,Sam & Max 202: Moai Better Blues
2007,82,Sam & Max 201: Ice Station Santa
2008,82,Sam & Max: Season Two
2008,85,Sam & Max 204: Chariots of the Dogs
2008,NA,"Precipice of Darkness, Episode One"
2008,NA,Trials 2: Second Edition
2008,85,AudioSurf
2006,71,Darkstar One
2007,79,Shadowgrounds Survivor
2008,73,Frontlines™: Fuel of War™
2008,67,The Club™
2006,69,Safecracker: The Ultimate Puzzle Adventure
2007,83,RACE 07
2004,77,Nexus - The Jupiter Incident
2006,70,Full Spectrum Warrior: Ten Hammers
2004,80,Full Spectrum Warrior
2007,86,Civilization IV: Beyond the Sword
2006,93,Company of Heroes - Legacy Edition
2004,80,Gish
2004,87,DOOM 3
2005,78,DOOM 3 Resurrection of Evil
2000,69,QUAKE III: Team Arena
2007,92,Team Fortress 2
2007,90,Half-Life 2: Episode Two
2007,65,Painkiller Overdose
2007,59,Alpha Prime
2007,61,Loki
2007,72,Call of Juarez™
2007,85,Medieval II: Total War™ Kingdoms
2007,92,Call of Duty® 4: Modern Warfare®
2007,67,Kane and Lynch: Dead Men™
2007,76,Geometry Wars: Retro Evolved
2003,72,Commandos 3: Destination Berlin
2006,75,Just Cause
2000,73,Hitman: Codename 47
2002,87,Hitman 2: Silent Assassin
2007,76,Battlestations: Midway
2002,87,Commandos 2: Men of Courage
2006,82,Hitman: Blood Money
2004,80,Vampire: The Masquerade - Bloodlines
2007,82,S.T.A.L.K.E.R.: Shadow of Chernobyl
2006,68,Joint Task Force
2004,85,Thief: Deadly Shadows
2000,90,Deus Ex: Game of the Year Edition
2004,80,Deus Ex: Invisible War
2006,69,Rogue Trooper
2005,76,Project: Snowblind
2007,81,Jade Empire™: Special Edition
2007,62,Silverfall
2007,70,Making History: The Calm & the Storm
2003,74,"Runaway, A Road Adventure"
2007,NA,"Runaway, The Dream of The Turtle"
2003,91,Call of Duty®
2005,87,Psychonauts
2005,76,GUN™
2005,86,Call of Duty® 2
2004,87,Call of Duty: United Offensive
2006,68,Space Empires V
2001,90,Sid Meier's Civilization® III Complete
2005,67,Shattered Union
2005,94,Sid Meier's Civilization® IV
2001,84,Sub Command
2005,67,BloodRayne 2
2006,80,RoboBlitz
2006,88,Medieval II: Total War™
2006,65,Heroes of Annihilated Empires
2017,67,Project Earth
2004,88,Counter-Strike: Source
2004,96,Half-Life 2
2005,88,Sid Meier's Pirates!
2005,84,Darwinia
2005,69,Rag Doll Kung Fu
2005,80,Dungeon Siege II
2006,81,Red Orchestra: Ostfront 41-45
2006,79,Space Empires IV Deluxe
2006,82,Dangerous Waters
2006,73,Earth 2160
2006,74,Shadowgrounds
2006,87,Half-Life 2: Episode One
2006,75,SiN Episodes: Emergence
2005,71,X3: Reunion
2003,72,X2: The Threat
2006,56,Iron Warriors: T - 72 Tank Command
2006,75,Uplink
2006,82,Xpand Rally
2006,72,Dark Messiah of Might & Magic
2000,88,Counter-Strike
2001,81,Gothic 1
2001,71,Half-Life: Blue Shift
2002,88,Mafia
2003,79,Day of Defeat
2004,93,Unreal Tournament 2004: Editor's Choice Edition
2004,65,Counter-Strike: Condition Zero
